268,29,Schalke 04,0,Freiburg,0,,17-04-2021,20:30 17/04
269,31,Berlin,0,Schalke 04,0,Veltins-Arena,24-04-2021,20:30 24/04
270,27,Hoffenheim,0,Augsburg,0,Augsburg Arena,3/4/2021,3/4/2020 20:30
271,33,E.Frankfurt,0,Schalke 04,0,Veltins-Arena,15-05-2021,20:30 15/05
272,32,Leverkusen,0,Bremen,0,Weserstadion,8/5/2021,8/5/2020 20:30
273,30,Freiburg,0,Berlin,0,Olympiastadion Berlin,21-04-2021,20:30 21/04
274,30,Leipzig,0,FC Koeln,0,,21-04-2021,20:30 21/04
275,28,Wolfsburg,0,E.Frankfurt,0,Commerzbank-Arena,10/4/2021,10/4/2020 20:30
276,28,Union Berlin,0,Munich,0,Allianz Arena,10/4/2021,10/4/2020 20:30
277,29,E.Frankfurt,0,Gladbach,0,Borussia-Park,17-04-2021,20:30 17/04
278,29,Bremen,0,Dortmund,0,Signal-Iduna-Park,17-04-2021,20:30 17/04
279,31,Stuttgart,0,Leipzig,0,Red Bull Arena,24-04-2021,20:30 24/04
280,34,Mainz 05,0,Wolfsburg,0,Volkswagen Arena,22-05-2021,20:30 22/05
281,34,Gladbach,0,Bremen,0,Weserstadion,22-05-2021,20:30 22/05
282,33,Wolfsburg,0,Leipzig,0,Red Bull Arena,15-05-2021,20:30 15/05
283,32,Augsburg,0,Stuttgart,0,Mercedes-Benz-Arena,8/5/2021,8/5/2020 20:30
284,30,Augsburg,0,E.Frankfurt,0,Commerzbank-Arena,21-04-2021,20:30 21/04
285,28,Freiburg,0,Arminia Bielefeld,0,,10/4/2021,10/4/2020 20:30
286,29,FC Koeln,0,Leverkusen,0,BayArena,17-04-2021,20:30 17/04
287,31,Munich,0,Mainz 05,0,Coface Arena,24-04-2021,20:30 24/04
288,34,Arminia Bielefeld,0,Stuttgart,0,Mercedes-Benz-Arena,22-05-2021,20:30 22/05
289,34,Leipzig,0,Union Berlin,0,,22-05-2021,20:30 22/05
290,33,Dortmund,0,Mainz 05,0,Coface Arena,15-05-2021,20:30 15/05
291,32,Schalke 04,0,Hoffenheim,0,WIRSOL Rhein-Neckar-Arena,8/5/2021,8/5/2020 20:30
292,32,Arminia Bielefeld,0,Berlin,0,Olympiastadion Berlin,8/5/2021,8/5/2020 20:30
293,30,Union Berlin,0,Dortmund,0,Signal-Iduna-Park,21-04-2021,20:30 21/04
294,29,Arminia Bielefeld,0,Augsburg,0,Augsburg Arena,17-04-2021,20:30 17/04
295,31,Hoffenheim,0,Freiburg,0,,24-04-2021,20:30 24/04
296,34,Berlin,0,Hoffenheim,0,WIRSOL Rhein-Neckar-Arena,22-05-2021,20:30 22/05
297,33,FC Koeln,0,Berlin,0,Olympiastadion Berlin,15-05-2021,20:30 15/05
298,32,Freiburg,0,FC Koeln,0,,8/5/2021,8/5/2020 20:30
299,30,Leverkusen,0,Munich,0,Allianz Arena,21-04-2021,20:30 21/04
300,31,Arminia Bielefeld,0,Gladbach,0,Borussia-Park,24-04-2021,20:30 24/04
301,34,Schalke 04,0,FC Koeln,0,,22-05-2021,20:30 22/05
302,34,Freiburg,0,E.Frankfurt,0,Commerzbank-Arena,22-05-2021,20:30 22/05
303,33,Munich,0,Freiburg,0,,15-05-2021,20:30 15/05
304,33,Stuttgart,0,Gladbach,0,Borussia-Park,15-05-2021,20:30 15/05
305,32,Mainz 05,0,E.Frankfurt,0,Commerzbank-Arena,8/5/2021,8/5/2020 20:30
306,30,Schalke 04,0,Arminia Bielefeld,0,,21-04-2021,20:30 21/04
