Id,Series,Season,Round,HomeName,HomeLogo,HomeGoals,AwayName,AwayLogo,AwayGoals,StadiumName,StartDate
185,Bundesliga,2020,23,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Volkswagen Arena,2021-02-27T17:00:00+11:00
186,Bundesliga,2020,23,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Opel Arena,2021-02-27T17:00:00+11:00
187,Bundesliga,2020,23,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Stadion An der Alten Forsterei,2021-02-27T17:00:00+11:00
188,Bundesliga,2020,23,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Red Bull Arena,2021-02-27T17:00:00+11:00
189,Bundesliga,2020,24,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Olympiastadion Berlin,2021-03-06T17:00:00+11:00
190,Bundesliga,2020,24,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Deutsche Bank Park,2021-03-06T17:00:00+11:00
191,Bundesliga,2020,24,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Schwarzwald-Stadion,2021-03-06T17:00:00+11:00
192,Bundesliga,2020,24,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,RheinEnergieStadion,2021-03-06T17:00:00+11:00
193,Bundesliga,2020,24,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Allianz Arena,2021-03-06T17:00:00+11:00
194,Bundesliga,2020,24,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Veltins-Arena,2021-03-06T17:00:00+11:00
195,Bundesliga,2020,24,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,SchucoArena,2021-03-06T17:00:00+11:00
196,Bundesliga,2020,24,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Stadion im BORUSSIA-PARK,2021-03-06T17:00:00+11:00
197,Bundesliga,2020,24,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,PreZero Arena,2021-03-06T17:00:00+11:00
198,Bundesliga,2020,25,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Weserstadion,2021-03-13T17:00:00+11:00
199,Bundesliga,2020,25,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Signal-Iduna-Park,2021-03-13T17:00:00+11:00
200,Bundesliga,2020,25,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,BayArena,2021-03-13T17:00:00+11:00
201,Bundesliga,2020,25,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Mercedes-Benz-Arena,2021-03-13T17:00:00+11:00
202,Bundesliga,2020,25,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Volkswagen Arena,2021-03-13T17:00:00+11:00
203,Bundesliga,2020,25,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Opel Arena,2021-03-13T17:00:00+11:00
204,Bundesliga,2020,25,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,WWK Arena,2021-03-13T17:00:00+11:00
205,Bundesliga,2020,25,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Stadion An der Alten Forsterei,2021-03-13T17:00:00+11:00
206,Bundesliga,2020,25,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Red Bull Arena,2021-03-13T17:00:00+11:00
207,Bundesliga,2020,26,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Olympiastadion Berlin,2021-03-20T16:00:00+11:00
208,Bundesliga,2020,26,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Weserstadion,2021-03-20T16:00:00+11:00
209,Bundesliga,2020,26,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Deutsche Bank Park,2021-03-20T16:00:00+11:00
210,Bundesliga,2020,26,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Schwarzwald-Stadion,2021-03-20T16:00:00+11:00
211,Bundesliga,2020,26,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,RheinEnergieStadion,2021-03-20T16:00:00+11:00
212,Bundesliga,2020,26,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Allianz Arena,2021-03-20T16:00:00+11:00
213,Bundesliga,2020,26,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Veltins-Arena,2021-03-20T16:00:00+11:00
214,Bundesliga,2020,26,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,SchucoArena,2021-03-20T16:00:00+11:00
215,Bundesliga,2020,26,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,PreZero Arena,2021-03-20T16:00:00+11:00
216,Bundesliga,2020,27,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Signal-Iduna-Park,2021-04-03T16:00:00+11:00
217,Bundesliga,2020,27,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,BayArena,2021-04-03T16:00:00+11:00
218,Bundesliga,2020,27,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Mercedes-Benz-Arena,2021-04-03T16:00:00+11:00
219,Bundesliga,2020,27,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Volkswagen Arena,2021-04-03T16:00:00+11:00
220,Bundesliga,2020,27,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Stadion im BORUSSIA-PARK,2021-04-03T16:00:00+11:00
221,Bundesliga,2020,27,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Opel Arena,2021-04-03T16:00:00+11:00
222,Bundesliga,2020,27,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,WWK Arena,2021-04-03T16:00:00+11:00
223,Bundesliga,2020,27,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Stadion An der Alten Forsterei,2021-04-03T16:00:00+11:00
224,Bundesliga,2020,27,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Red Bull Arena,2021-04-03T16:00:00+11:00
225,Bundesliga,2020,28,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Olympiastadion Berlin,2021-04-10T15:00:00+10:00
226,Bundesliga,2020,28,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Weserstadion,2021-04-10T15:00:00+10:00
227,Bundesliga,2020,28,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Deutsche Bank Park,2021-04-10T15:00:00+10:00
228,Bundesliga,2020,28,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,RheinEnergieStadion,2021-04-10T15:00:00+10:00
229,Bundesliga,2020,28,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Allianz Arena,2021-04-10T15:00:00+10:00
230,Bundesliga,2020,28,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Veltins-Arena,2021-04-10T15:00:00+10:00
231,Bundesliga,2020,28,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Mercedes-Benz-Arena,2021-04-10T15:00:00+10:00
232,Bundesliga,2020,28,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,SchucoArena,2021-04-10T15:00:00+10:00
233,Bundesliga,2020,28,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,PreZero Arena,2021-04-10T15:00:00+10:00
234,Bundesliga,2020,29,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Signal-Iduna-Park,2021-04-17T15:00:00+10:00
235,Bundesliga,2020,29,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Schwarzwald-Stadion,2021-04-17T15:00:00+10:00
236,Bundesliga,2020,29,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,BayArena,2021-04-17T15:00:00+10:00
237,Bundesliga,2020,29,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Volkswagen Arena,2021-04-17T15:00:00+10:00
238,Bundesliga,2020,29,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Stadion im BORUSSIA-PARK,2021-04-17T15:00:00+10:00
239,Bundesliga,2020,29,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Opel Arena,2021-04-17T15:00:00+10:00
240,Bundesliga,2020,29,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,WWK Arena,2021-04-17T15:00:00+10:00
241,Bundesliga,2020,29,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Stadion An der Alten Forsterei,2021-04-17T15:00:00+10:00
242,Bundesliga,2020,29,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Red Bull Arena,2021-04-17T15:00:00+10:00
243,Bundesliga,2020,30,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Olympiastadion Berlin,2021-04-21T15:00:00+10:00
244,Bundesliga,2020,30,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Weserstadion,2021-04-21T15:00:00+10:00
245,Bundesliga,2020,30,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Signal-Iduna-Park,2021-04-21T15:00:00+10:00
246,Bundesliga,2020,30,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Deutsche Bank Park,2021-04-21T15:00:00+10:00
247,Bundesliga,2020,30,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,RheinEnergieStadion,2021-04-21T15:00:00+10:00
248,Bundesliga,2020,30,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Allianz Arena,2021-04-21T15:00:00+10:00
249,Bundesliga,2020,30,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Mercedes-Benz-Arena,2021-04-21T15:00:00+10:00
250,Bundesliga,2020,30,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,SchucoArena,2021-04-21T15:00:00+10:00
251,Bundesliga,2020,30,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,PreZero Arena,2021-04-21T15:00:00+10:00
252,Bundesliga,2020,31,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Schwarzwald-Stadion,2021-04-24T15:00:00+10:00
253,Bundesliga,2020,31,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,BayArena,2021-04-24T15:00:00+10:00
254,Bundesliga,2020,31,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Veltins-Arena,2021-04-24T15:00:00+10:00
255,Bundesliga,2020,31,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Volkswagen Arena,2021-04-24T15:00:00+10:00
256,Bundesliga,2020,31,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Stadion im BORUSSIA-PARK,2021-04-24T15:00:00+10:00
257,Bundesliga,2020,31,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Opel Arena,2021-04-24T15:00:00+10:00
258,Bundesliga,2020,31,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,WWK Arena,2021-04-24T15:00:00+10:00
259,Bundesliga,2020,31,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Stadion An der Alten Forsterei,2021-04-24T15:00:00+10:00
260,Bundesliga,2020,31,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Red Bull Arena,2021-04-24T15:00:00+10:00
261,Bundesliga,2020,32,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Olympiastadion Berlin,2021-05-08T15:00:00+10:00
262,Bundesliga,2020,32,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Weserstadion,2021-05-08T15:00:00+10:00
263,Bundesliga,2020,32,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Signal-Iduna-Park,2021-05-08T15:00:00+10:00
264,Bundesliga,2020,32,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Deutsche Bank Park,2021-05-08T15:00:00+10:00
265,Bundesliga,2020,32,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,RheinEnergieStadion,2021-05-08T15:00:00+10:00
266,Bundesliga,2020,32,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Allianz Arena,2021-05-08T15:00:00+10:00
267,Bundesliga,2020,32,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Mercedes-Benz-Arena,2021-05-08T15:00:00+10:00
268,Bundesliga,2020,32,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Volkswagen Arena,2021-05-08T15:00:00+10:00
269,Bundesliga,2020,32,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,PreZero Arena,2021-05-08T15:00:00+10:00
270,Bundesliga,2020,33,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Olympiastadion Berlin,2021-05-15T23:30:00+10:00
271,Bundesliga,2020,33,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Schwarzwald-Stadion,2021-05-15T23:30:00+10:00
272,Bundesliga,2020,33,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,BayArena,2021-05-15T23:30:00+10:00
273,Bundesliga,2020,33,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Veltins-Arena,2021-05-15T23:30:00+10:00
274,Bundesliga,2020,33,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,SchucoArena,2021-05-15T23:30:00+10:00
275,Bundesliga,2020,33,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Stadion im BORUSSIA-PARK,2021-05-15T23:30:00+10:00
276,Bundesliga,2020,33,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Opel Arena,2021-05-15T23:30:00+10:00
277,Bundesliga,2020,33,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,WWK Arena,2021-05-15T23:30:00+10:00
278,Bundesliga,2020,33,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Red Bull Arena,2021-05-15T23:30:00+10:00
279,Bundesliga,2020,34,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Weserstadion,2021-05-22T23:30:00+10:00
280,Bundesliga,2020,34,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Signal-Iduna-Park,2021-05-22T23:30:00+10:00
281,Bundesliga,2020,34,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Deutsche Bank Park,2021-05-22T23:30:00+10:00
282,Bundesliga,2020,34,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,RheinEnergieStadion,2021-05-22T23:30:00+10:00
283,Bundesliga,2020,34,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Allianz Arena,2021-05-22T23:30:00+10:00
284,Bundesliga,2020,34,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Mercedes-Benz-Arena,2021-05-22T23:30:00+10:00
285,Bundesliga,2020,34,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Volkswagen Arena,2021-05-22T23:30:00+10:00
286,Bundesliga,2020,34,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,PreZero Arena,2021-05-22T23:30:00+10:00
287,Bundesliga,2020,34,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Stadion An der Alten Forsterei,2021-05-22T23:30:00+10:00
288,La Liga,2020,1,Eibar,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60345.png,0,Celta Vigo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60248.png,0,Estadio Municipal de Ipurua,2020-09-13T00:00:00+10:00
289,La Liga,2020,1,Granada,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60252.png,2,Athletic Bilbao,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60245.png,0,Nuevo Estadio de Los Cármenes,2020-09-13T02:30:00+10:00
290,La Liga,2020,1,Cádiz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61571.png,0,Osasuna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60256.png,2,Ramón de Carranza,2020-09-13T05:00:00+10:00
291,La Liga,2020,1,Alaves,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60545.png,0,Real Betis,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60258.png,1,Estadio de Mendizorroza,2020-09-13T22:00:00+10:00
