Id,Series,Season,Round,HomeName,HomeLogo,HomeGoals,AwayName,AwayLogo,AwayGoals,StadiumName,StartDate
1,Bundesliga,2020,1,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,8,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Allianz Arena,2020-09-19T04:30:00+10:00
2,Bundesliga,2020,1,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,1,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,4,Weserstadion,2020-09-19T23:30:00+10:00
3,Bundesliga,2020,1,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,1,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,1,Deutsche Bank Park,2020-09-19T23:30:00+10:00
4,Bundesliga,2020,1,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,2,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,3,RheinEnergieStadion,2020-09-19T23:30:00+10:00
5,Bundesliga,2020,1,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,2,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,3,Mercedes-Benz-Arena,2020-09-19T23:30:00+10:00
6,Bundesliga,2020,1,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,1,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,3,Stadion An der Alten Forsterei,2020-09-19T23:30:00+10:00
7,Bundesliga,2020,1,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,3,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Signal-Iduna-Park,2020-09-20T02:30:00+10:00
8,Bundesliga,2020,1,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,3,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,1,Red Bull Arena,2020-09-20T23:30:00+10:00
9,Bundesliga,2020,1,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Volkswagen Arena,2020-09-21T02:00:00+10:00
10,Bundesliga,2020,2,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,1,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,3,Olympiastadion Berlin,2020-09-26T04:30:00+10:00
11,Bundesliga,2020,2,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,1,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,1,BayArena,2020-09-26T23:30:00+10:00
12,Bundesliga,2020,2,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,1,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,SchucoArena,2020-09-26T23:30:00+10:00
13,Bundesliga,2020,2,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,1,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,1,Stadion im BORUSSIA-PARK,2020-09-26T23:30:00+10:00
14,Bundesliga,2020,2,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,1,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,4,Opel Arena,2020-09-26T23:30:00+10:00
15,Bundesliga,2020,2,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,2,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,WWK Arena,2020-09-26T23:30:00+10:00
16,Bundesliga,2020,2,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,1,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,3,Veltins-Arena,2020-09-27T02:30:00+10:00
17,Bundesliga,2020,2,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,4,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,1,PreZero Arena,2020-09-27T23:30:00+10:00
18,Bundesliga,2020,2,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,1,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,1,Schwarzwald-Stadion,2020-09-28T02:00:00+10:00
19,Bundesliga,2020,3,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,4,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Stadion An der Alten Forsterei,2020-10-03T04:30:00+10:00
20,Bundesliga,2020,3,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,1,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Weserstadion,2020-10-03T23:30:00+10:00
21,Bundesliga,2020,3,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,4,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Signal-Iduna-Park,2020-10-03T23:30:00+10:00
22,Bundesliga,2020,3,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,2,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,1,Deutsche Bank Park,2020-10-03T23:30:00+10:00
23,Bundesliga,2020,3,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,1,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,3,RheinEnergieStadion,2020-10-03T23:30:00+10:00
24,Bundesliga,2020,3,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,1,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,1,Mercedes-Benz-Arena,2020-10-03T23:30:00+10:00
25,Bundesliga,2020,3,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,4,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Red Bull Arena,2020-10-04T03:30:00+11:00
26,Bundesliga,2020,3,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Volkswagen Arena,2020-10-05T00:30:00+11:00
27,Bundesliga,2020,3,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,4,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,3,Allianz Arena,2020-10-05T03:00:00+11:00
28,Bundesliga,2020,5,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,1,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,1,Mercedes-Benz-Arena,2020-10-24T05:30:00+11:00
29,Bundesliga,2020,5,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,5,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Allianz Arena,2020-10-25T00:30:00+11:00
30,Bundesliga,2020,5,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,2,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,3,Opel Arena,2020-10-25T00:30:00+11:00
31,Bundesliga,2020,5,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,1,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,1,Stadion An der Alten Forsterei,2020-10-25T00:30:00+11:00
32,Bundesliga,2020,5,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,2,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,1,Red Bull Arena,2020-10-25T00:30:00+11:00
33,Bundesliga,2020,5,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,3,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Signal-Iduna-Park,2020-10-25T03:30:00+11:00
34,Bundesliga,2020,5,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,2,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,1,Volkswagen Arena,2020-10-26T01:30:00+11:00
35,Bundesliga,2020,5,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,3,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,1,BayArena,2020-10-27T06:30:00+11:00
36,Bundesliga,2020,6,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,1,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,1,Veltins-Arena,2020-10-31T06:30:00+11:00
37,Bundesliga,2020,6,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,1,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,1,Deutsche Bank Park,2020-11-01T01:30:00+11:00
38,Bundesliga,2020,6,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,1,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,2,RheinEnergieStadion,2020-11-01T01:30:00+11:00
39,Bundesliga,2020,6,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,2,SchucoArena,2020-11-01T01:30:00+11:00
40,Bundesliga,2020,6,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,3,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,1,WWK Arena,2020-11-01T01:30:00+11:00
41,Bundesliga,2020,6,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,1,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Stadion im BORUSSIA-PARK,2020-11-01T04:30:00+11:00
42,Bundesliga,2020,6,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,2,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,4,Schwarzwald-Stadion,2020-11-02T01:30:00+11:00
43,Bundesliga,2020,6,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,1,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,1,Olympiastadion Berlin,2020-11-02T04:00:00+11:00
44,Bundesliga,2020,6,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,1,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,3,PreZero Arena,2020-11-03T06:30:00+11:00
45,Bundesliga,2020,8,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,1,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,1,Allianz Arena,2020-11-22T01:30:00+11:00
46,Bundesliga,2020,8,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,2,Veltins-Arena,2020-11-22T01:30:00+11:00
47,Bundesliga,2020,8,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,1,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,2,SchucoArena,2020-11-22T01:30:00+11:00
48,Bundesliga,2020,8,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,1,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,1,Stadion im BORUSSIA-PARK,2020-11-22T01:30:00+11:00
49,Bundesliga,2020,8,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,3,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,3,PreZero Arena,2020-11-22T01:30:00+11:00
50,Bundesliga,2020,8,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,1,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,1,Deutsche Bank Park,2020-11-22T04:30:00+11:00
51,Bundesliga,2020,8,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,2,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,5,Olympiastadion Berlin,2020-11-22T06:30:00+11:00
52,Bundesliga,2020,8,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,1,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,3,Schwarzwald-Stadion,2020-11-23T01:30:00+11:00
53,Bundesliga,2020,8,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,1,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,2,RheinEnergieStadion,2020-11-23T04:00:00+11:00
54,Bundesliga,2020,9,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Volkswagen Arena,2020-11-28T06:30:00+11:00
55,Bundesliga,2020,9,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Signal-Iduna-Park,2020-11-29T01:30:00+11:00
56,Bundesliga,2020,9,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Mercedes-Benz-Arena,2020-11-29T01:30:00+11:00
57,Bundesliga,2020,9,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,WWK Arena,2020-11-29T01:30:00+11:00
58,Bundesliga,2020,9,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Stadion An der Alten Forsterei,2020-11-29T01:30:00+11:00
59,Bundesliga,2020,9,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Red Bull Arena,2020-11-29T01:30:00+11:00
60,Bundesliga,2020,9,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Stadion im BORUSSIA-PARK,2020-11-29T04:30:00+11:00
61,Bundesliga,2020,9,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,BayArena,2020-11-30T01:30:00+11:00
62,Bundesliga,2020,9,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Opel Arena,2020-11-30T04:00:00+11:00
63,Bundesliga,2020,10,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Olympiastadion Berlin,2020-12-05T06:30:00+11:00
64,Bundesliga,2020,10,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Deutsche Bank Park,2020-12-06T01:30:00+11:00
65,Bundesliga,2020,10,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Schwarzwald-Stadion,2020-12-06T01:30:00+11:00
66,Bundesliga,2020,10,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,RheinEnergieStadion,2020-12-06T01:30:00+11:00
67,Bundesliga,2020,10,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,SchucoArena,2020-12-06T01:30:00+11:00
68,Bundesliga,2020,10,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Allianz Arena,2020-12-06T04:30:00+11:00
69,Bundesliga,2020,10,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Weserstadion,2020-12-07T01:30:00+11:00
70,Bundesliga,2020,10,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Veltins-Arena,2020-12-07T04:00:00+11:00
71,Bundesliga,2020,10,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,PreZero Arena,2020-12-08T06:30:00+11:00
72,Bundesliga,2020,11,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Volkswagen Arena,2020-12-12T06:30:00+11:00
73,Bundesliga,2020,11,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Signal-Iduna-Park,2020-12-13T01:30:00+11:00
74,Bundesliga,2020,11,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Schwarzwald-Stadion,2020-12-13T01:30:00+11:00
75,Bundesliga,2020,11,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Stadion im BORUSSIA-PARK,2020-12-13T01:30:00+11:00
76,Bundesliga,2020,11,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Opel Arena,2020-12-13T01:30:00+11:00
77,Bundesliga,2020,11,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Red Bull Arena,2020-12-13T01:30:00+11:00
78,Bundesliga,2020,11,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Stadion An der Alten Forsterei,2020-12-13T04:30:00+11:00
79,Bundesliga,2020,11,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,WWK Arena,2020-12-14T01:30:00+11:00
80,Bundesliga,2020,11,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,BayArena,2020-12-14T04:00:00+11:00
81,Bundesliga,2020,12,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Deutsche Bank Park,2020-12-16T04:30:00+11:00
82,Bundesliga,2020,12,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Olympiastadion Berlin,2020-12-16T06:30:00+11:00
83,Bundesliga,2020,12,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Weserstadion,2020-12-16T06:30:00+11:00
84,Bundesliga,2020,12,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Mercedes-Benz-Arena,2020-12-16T06:30:00+11:00
85,Bundesliga,2020,12,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Veltins-Arena,2020-12-17T04:30:00+11:00
86,Bundesliga,2020,12,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,RheinEnergieStadion,2020-12-17T06:30:00+11:00
87,Bundesliga,2020,12,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Allianz Arena,2020-12-17T06:30:00+11:00
88,Bundesliga,2020,12,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,SchucoArena,2020-12-17T06:30:00+11:00
89,Bundesliga,2020,12,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,PreZero Arena,2020-12-17T06:30:00+11:00
90,Bundesliga,2020,13,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Stadion An der Alten Forsterei,2020-12-19T06:30:00+11:00
91,Bundesliga,2020,13,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Veltins-Arena,2020-12-20T01:30:00+11:00
92,Bundesliga,2020,13,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Stadion im BORUSSIA-PARK,2020-12-20T01:30:00+11:00
93,Bundesliga,2020,13,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Opel Arena,2020-12-20T01:30:00+11:00
94,Bundesliga,2020,13,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,WWK Arena,2020-12-20T01:30:00+11:00
95,Bundesliga,2020,13,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Red Bull Arena,2020-12-20T01:30:00+11:00
96,Bundesliga,2020,13,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,BayArena,2020-12-20T04:30:00+11:00
97,Bundesliga,2020,13,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Schwarzwald-Stadion,2020-12-21T01:30:00+11:00
98,Bundesliga,2020,13,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Volkswagen Arena,2020-12-21T04:00:00+11:00
99,Bundesliga,2020,14,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Weserstadion,2021-01-03T01:30:00+11:00
100,Bundesliga,2020,14,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Deutsche Bank Park,2021-01-03T01:30:00+11:00
101,Bundesliga,2020,14,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,RheinEnergieStadion,2021-01-03T01:30:00+11:00
102,Bundesliga,2020,14,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,SchucoArena,2021-01-03T01:30:00+11:00
103,Bundesliga,2020,14,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,PreZero Arena,2021-01-03T01:30:00+11:00
104,Bundesliga,2020,14,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Olympiastadion Berlin,2021-01-03T04:30:00+11:00
105,Bundesliga,2020,14,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Mercedes-Benz-Arena,2021-01-03T06:30:00+11:00
106,Bundesliga,2020,14,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Signal-Iduna-Park,2021-01-04T01:30:00+11:00
107,Bundesliga,2020,14,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Allianz Arena,2021-01-04T04:00:00+11:00
